timestamp,aqi,pm25,pm10,city,country
2024-07-01 00:00:00,161,47.63602739742285,65.2030787339842,Lahore,Pakistan
2024-07-01 01:00:00,95,133.00186016922083,64.42988620258156,Lahore,Pakistan
2024-07-01 02:00:00,221,127.92842736646266,54.51903065809541,Lahore,Pakistan
2024-07-01 03:00:00,278,137.05935617260434,189.16423393197172,Lahore,Pakistan
2024-07-01 04:00:00,166,134.5396351452697,160.55157164983558,Lahore,Pakistan
2024-07-01 05:00:00,150,34.42864048959667,41.666040045335,Lahore,Pakistan
2024-07-01 06:00:00,60,95.43881454280177,122.63854560985953,Lahore,Pakistan
2024-07-01 07:00:00,142,91.37051622274714,87.52834907736076,Lahore,Pakistan
2024-07-01 08:00:00,120,98.98511336721566,132.23846189418168,Lahore,Pakistan
2024-07-01 09:00:00,85,47.39412899654432,160.53911963178413,Lahore,Pakistan
2024-07-01 10:00:00,89,55.65557305032435,145.9443728597327,Lahore,Pakistan
2024-07-01 11:00:00,219,108.21045819249676,167.32488395780285,Lahore,Pakistan
2024-07-01 12:00:00,101,143.9104110601192,129.02921373312716,Lahore,Pakistan
2024-07-01 13:00:00,91,130.16273563883516,88.9845174994667,Lahore,Pakistan
2024-07-01 14:00:00,263,54.17117009055616,34.86629061323991,Lahore,Pakistan
2024-07-01 15:00:00,93,38.52477145398129,157.2658975194007,Lahore,Pakistan
2024-07-01 16:00:00,284,112.86229570849801,132.9816327057045,Lahore,Pakistan
2024-07-01 17:00:00,231,32.79570900446079,178.7628059793583,Lahore,Pakistan
2024-07-01 18:00:00,175,23.317513410474582,197.28662054216412,Lahore,Pakistan
2024-07-01 19:00:00,118,84.70502128852485,40.97959113255198,Lahore,Pakistan
2024-07-01 20:00:00,152,28.87736695943715,85.16054752263265,Lahore,Pakistan
2024-07-01 21:00:00,261,82.36772400253341,188.9343717589675,Lahore,Pakistan
2024-07-01 22:00:00,129,42.09083911800607,96.14390948035512,Lahore,Pakistan
2024-07-01 23:00:00,111,73.01352849114824,119.08370272095519,Lahore,Pakistan
2024-07-02 00:00:00,176,91.50143983246582,175.89187588673587,Lahore,Pakistan
2024-07-02 01:00:00,227,112.89670742484925,32.148090083953264,Lahore,Pakistan
2024-07-02 02:00:00,229,76.64046945734145,85.30862662190819,Lahore,Pakistan
2024-07-02 03:00:00,72,80.88875569886781,149.4383868656294,Lahore,Pakistan
2024-07-02 04:00:00,138,138.05873424776928,170.02007303276267,Lahore,Pakistan
2024-07-02 05:00:00,274,109.58013613257366,145.09382919974587,Lahore,Pakistan
2024-07-02 06:00:00,150,132.8264451570629,50.1018981739539,Lahore,Pakistan
2024-07-02 07:00:00,102,135.03439790284835,139.25182117758112,Lahore,Pakistan
2024-07-02 08:00:00,88,93.85876933440427,34.569745523021375,Lahore,Pakistan
2024-07-02 09:00:00,161,137.72721244676143,48.48166820297007,Lahore,Pakistan
2024-07-02 10:00:00,107,112.37181463975593,186.66566751724582,Lahore,Pakistan
2024-07-02 11:00:00,248,120.91034691029579,71.82054459234134,Lahore,Pakistan
2024-07-02 12:00:00,136,54.40052456684432,148.34806983444565,Lahore,Pakistan
2024-07-02 13:00:00,172,52.137430690189426,141.78055822276153,Lahore,Pakistan
2024-07-02 14:00:00,270,58.8777362387577,138.5297116889485,Lahore,Pakistan
2024-07-02 15:00:00,249,83.07886580661291,185.5950375862185,Lahore,Pakistan
2024-07-02 16:00:00,114,62.680723184398644,155.26764741817894,Lahore,Pakistan
2024-07-02 17:00:00,111,105.36999012989335,154.17780528654953,Lahore,Pakistan
2024-07-02 18:00:00,202,60.99610109111215,158.95391470972902,Lahore,Pakistan
2024-07-02 19:00:00,154,23.164479376078788,171.60017474745032,Lahore,Pakistan
2024-07-02 20:00:00,176,123.76334789825361,106.9244588609568,Lahore,Pakistan
2024-07-02 21:00:00,84,26.186343258314935,119.58703489963939,Lahore,Pakistan
2024-07-02 22:00:00,87,142.69620063897264,135.8542224503396,Lahore,Pakistan
2024-07-02 23:00:00,62,42.64302729535419,83.30057177517078,Lahore,Pakistan
2024-07-03 00:00:00,170,128.7076384417587,143.7595687438352,Lahore,Pakistan
2024-07-03 01:00:00,72,88.12576057779582,48.52236575983463,Lahore,Pakistan
2024-07-03 02:00:00,261,60.73792336499595,186.27806909012656,Lahore,Pakistan
2024-07-03 03:00:00,281,137.48315877567794,160.6052968461759,Lahore,Pakistan
2024-07-03 04:00:00,293,62.59581475012952,71.87840543603919,Lahore,Pakistan
2024-07-03 05:00:00,207,146.85613028707843,145.8646825670494,Lahore,Pakistan
2024-07-03 06:00:00,89,78.89086092995345,146.14399421923136,Lahore,Pakistan
2024-07-03 07:00:00,252,80.22546769862365,123.51152436175798,Lahore,Pakistan
2024-07-03 08:00:00,69,137.33382380073687,35.73948604269343,Lahore,Pakistan
2024-07-03 09:00:00,224,84.8964866109704,162.66820879121522,Lahore,Pakistan
2024-07-03 10:00:00,141,29.91913201566875,73.86727696906593,Lahore,Pakistan
2024-07-03 11:00:00,60,128.2326521915486,183.74405755454663,Lahore,Pakistan
2024-07-03 12:00:00,52,75.15404273444268,89.84137479876932,Lahore,Pakistan
2024-07-03 13:00:00,216,146.97968814069088,167.4671786337741,Lahore,Pakistan
2024-07-03 14:00:00,286,39.98910369067143,102.62225565228391,Lahore,Pakistan
2024-07-03 15:00:00,200,87.44065832262024,148.20884577173678,Lahore,Pakistan
2024-07-03 16:00:00,225,87.05201805731191,108.23423124881987,Lahore,Pakistan
2024-07-03 17:00:00,297,80.14670877902,55.88898176354779,Lahore,Pakistan
2024-07-03 18:00:00,100,128.3993396508191,51.87114087940656,Lahore,Pakistan
